44.2253 , 23.459
45.3181 , 23.5395
44.5577 , 25.377
45.6981 , 23.6775
15.5723 , 7.43368
29.4772 , 11.4155
36.7358 , 17.2304
34.0226 , 16.2706
48.803 , 23.128
21.7815 , 11.7082
38.3963 , 21.3615
35.1125 , 18.0158
47.6653 , 26.5547
37.4416 , 19.4741
38.7437 , 21.4995
40.7304 , 22.1548
47.8018 , 25.7723
44.2514 , 20.4766
34.919 , 19.4256
27.9628 , 15.8858
36.91 , 19.455
18.4022 , 10.1805
36.3814 , 15.3762
23.5087 , 12.0022
38.6268 , 19.7085
39.1543 , 21.2342
26.3169 , 13.5773
49.5993 , 25.9843
31.7307 , 17.7721
26.2775 , 14.1549
46.6547 , 22.796
48.3339 , 23.8801
43.9638 , 25.4274
38.2852 , 15.0169
35.914 , 18.981
36.4943 , 15.1195
48.2725 , 25.861
13.642 , 7.0523
37.5052 , 18.0895
46.9939 , 24.3696
48.398 , 26.3062
33.4789 , 16.5614
37.3251 , 22.3152
47.687 , 21.8748
28.0109 , 15.3312
38.7914 , 17.0324
48.7351 , 25.5554
41.778 , 25.158
46.5644 , 24.1506
41.7262 , 24.3448
32.5536 , 19.621
46.2519 , 29.1051
47.9367 , 22.7781
49.2686 , 25.6872
37.1167 , 21.707
17.8785 , 9.798
36.6226 , 17.0786
25.0567 , 13.0763
46.0751 , 20.5742
43.5658 , 22.7983
32.2505 , 15.3017
44.0483 , 22.7052
43.2468 , 19.5999
33.3226 , 17.3897
38.5763 , 20.4306
31.9701 , 15.0961
35.5819 , 18.4766
40.1816 , 18.6316
49.8555 , 24.3112
44.5551 , 22.9324
45.8524 , 20.8591
47.1161 , 24.6233
40.7481 , 18.5728
49.9527 , 25.7973
47.3917 , 20.7098
44.3299 , 20.8857
42.1359 , 20.2268
49.5737 , 20.0081
43.8718 , 21.683
36.429 , 19.3839
48.2911 , 24.95
37.798 , 19.576
30.9625 , 11.6918
44.2963 , 23.0185
46.3606 , 23.7959
36.846 , 16.677
40.5508 , 20.8874
42.5092 , 20.1645
34.9087 , 18.8651
40.2352 , 19.9454
49.4701 , 23.7165
41.8999 , 23.6961
34.8379 , 20.3687
44.917 , 22.6752
42.1578 , 25.0153
33.2235 , 21.6634
41.4714 , 20.6743
45.3554 , 25.1573
48.6071 , 27.0184
49.9423 , 23.5445
49.1957 , 24.495
42.8672 , 24.2442
37.6303 , 22.0297
28.6666 , 14.3952
41.386 , 21.1464
41.7146 , 18.7028
49.5053 , 25.341
48.6225 , 21.9572
44.8805 , 20.194
43.8798 , 19.6424
48.4977 , 24.2424
42.8094 , 22.1336
30.8426 , 14.3816
34.2351 , 19.6
46.7539 , 22.0774
49.63 , 29.5146
47.3903 , 23.26
27.5053 , 12.2968
43.5776 , 22.7761
30.6835 , 16.7032
40.5085 , 20.8273
44.867 , 24.3315
42.7616 , 24.2702
49.0577 , 27.9313
15.6167 , 6.74733
48.7916 , 27.6857
45.6897 , 27.4718
37.7702 , 19.3498
45.4986 , 24.988
49.684 , 26.1091
29.0212 , 12.1563
48.4894 , 23.988
35.0026 , 18.9771
46.4406 , 25.6774
41.2156 , 21.5653
36.3621 , 17.9953
48.6387 , 25.6058
39.4778 , 20.0874
42.7824 , 21.574
33.3429 , 19.755
47.4708 , 21.8847
31.5011 , 18.4782
35.0806 , 16.2737
30.1593 , 14.5805
47.4458 , 24.2833
44.1222 , 24.7416
45.1233 , 21.6822
43.4169 , 24.1521
19.4799 , 10.5735
47.1212 , 23.2868
22.8041 , 10.8005
44.4788 , 20.7465
45.4996 , 22.4708
24.7686 , 8.04863
43.4504 , 22.325
47.4396 , 24.2114
40.2912 , 19.6544
41.6138 , 20.567
49.3642 , 25.4173
44.7934 , 24.8372
43.8417 , 21.715
40.8983 , 20.0491
43.7582 , 20.436
39.7567 , 20.0111
49.1249 , 26.7036
18.7573 , 10.5736
29.7218 , 11.3599
42.1422 , 17.6847
26.9039 , 15.1688
27.2434 , 15.0495
35.644 , 17.0834
45.9149 , 21.3409
49.6689 , 24.1474
29.1451 , 20.849
44.5817 , 21.0318
38.8233 , 21.2208
39.8196 , 19.1522
40.7803 , 18.7812
43.1153 , 22.551
30.5372 , 19.4936
33.7939 , 18.8315
49.2403 , 30.0017
45.5105 , 23.7919
47.3374 , 20.1311
21.104 , 11.6934
48.2879 , 25.4107
33.009 , 16.9473
49.0732 , 22.9796
32.0541 , 20.8654
46.3239 , 19.2218
45.3483 , 24.2445
48.7391 , 27.6358
44.4149 , 21.926
38.106 , 18.7808
38.5146 , 23.0174
23.0088 , 11.6422
47.5416 , 23.4372
37.7989 , 19.9843
47.9335 , 27.996
